product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
,7.0,2019-07-27,20.0,4.0,0.5,13:59:00
2.0,7.0,2019-09-28,2.0,0.8,3.49,
3.0,7.0,2019-07-10,3.0,4.0,0.5,
3.0,7.0,2020-09-12,14.0,5.0,0.5,8:34:00
4.0,7.0,2019-05-08,18.0,1.0,4.0,18:03:00
1.0,7.0,,4.0,3.03,6.99,18:44:00
2.0,7.0,2020-07-08,1.0,1.98,3.49,18:56:00
2.0,7.0,2019-08-28,8.0,7.33,,18:30:00
,7.0,,,4.0,4.0,13:44:00
2.0,7.0,2020-08-26,5.0,3.68,3.49,18:20:00
2.0,,2020-08-19,13.0,2.37,3.49,
2.0,7.0,2020-08-08,5.0,5.2,3.49,
1.0,,2019-08-31,5.0,2.4,6.99,10:00:00
4.0,7.0,2019-05-22,15.0,4.0,4.0,18:26:00
1.0,7.0,2020-09-09,1.0,1.92,6.99,18:44:00
4.0,7.0,2019-05-15,8.0,2.0,4.0,18:27:00
,7.0,2019-05-18,10.0,5.0,4.0,13:40:00
2.0,7.0,2019-07-27,16.0,3.21,3.49,9:46:00
3.0,7.0,2020-09-02,9.0,4.0,0.5,18:43:00
1.0,7.0,2020-07-22,6.0,2.28,6.99,18:49:00
3.0,7.0,2020-09-02,23.0,7.0,,18:14:00
1.0,7.0,2019-07-20,,2.0,6.99,11:33:00
4.0,7.0,2019-06-05,12.0,2.0,4.0,17:54:00
3.0,7.0,2019-08-03,11.0,5.0,0.5,
4.0,7.0,2019-04-20,,2.0,4.0,13:42:00
,7.0,2020-07-01,7.0,0.63,6.99,17:21:00
4.0,7.0,2019-05-04,10.0,2.0,4.0,9:16:00
4.0,7.0,2019-05-11,8.0,5.0,4.0,13:42:00
3.0,7.0,2019-09-21,6.0,5.0,0.5,13:42:00
2.0,7.0,2020-08-05,,2.74,3.49,18:51:00
1.0,7.0,2019-09-25,2.0,0.06,6.99,16:47:00
2.0,7.0,2020-08-12,13.0,1.25,3.49,16:16:00
2.0,7.0,2020-08-22,6.0,3.48,,
2.0,7.0,2019-09-18,1.0,3.62,3.49,
3.0,7.0,2020-08-05,12.0,2.0,0.5,18:19:00
1.0,7.0,2020-07-25,,1.59,6.99,10:20:00
3.0,,2019-09-28,7.0,3.0,0.5,13:17:00
4.0,7.0,2019-04-13,2.0,2.0,4.0,9:19:00
4.0,7.0,2019-04-03,59.0,3.0,3.5,7:51:00
2.0,7.0,2019-08-17,5.0,1.65,3.49,11:39:00
1.0,7.0,2020-09-05,,5.2,6.99,11:34:00
1.0,7.0,2020-08-22,25.0,0.76,6.99,11:02:00
4.0,7.0,2019-05-08,3.0,2.0,4.0,17:23:00
3.0,7.0,2019-09-25,15.0,1.0,0.5,16:26:00
3.0,7.0,2020-08-05,12.0,3.0,0.5,18:23:00
,7.0,2020-07-29,6.0,2.38,3.49,18:41:00
3.0,7.0,2019-07-06,19.0,4.0,0.5,9:54:00
4.0,7.0,2019-06-01,9.0,4.0,4.0,12:04:00
1.0,7.0,2020-07-04,26.0,2.42,6.99,12:37:00
2.0,7.0,2019-07-24,19.0,2.4,3.49,17:55:00
3.0,7.0,2019-07-13,1.0,2.0,0.5,11:50:00
1.0,7.0,2020-09-30,9.0,3.82,,18:53:00
4.0,,2019-06-08,3.0,3.0,4.0,9:59:00
4.0,7.0,2019-05-18,8.0,3.0,4.0,9:23:00
1.0,7.0,2019-08-31,22.0,4.86,6.99,9:12:00
2.0,7.0,2020-08-22,5.0,3.75,3.49,13:46:00
,7.0,2019-08-14,,5.3,3.49,18:44:00
,7.0,2019-09-11,,3.0,0.5,17:06:00
2.0,7.0,2020-07-18,6.0,1.25,3.49,9:35:00
1.0,,,,1.63,6.99,10:09:00
1.0,7.0,2020-08-05,21.0,2.27,6.99,
2.0,7.0,2019-07-20,8.0,1.18,3.49,13:18:00
4.0,7.0,2019-05-22,15.0,2.0,4.0,17:43:00
3.0,,2019-07-03,25.0,2.0,0.5,
2.0,7.0,2020-07-04,19.0,1.82,3.49,13:47:00
2.0,7.0,2019-07-17,1.0,4.88,3.49,18:26:00
4.0,7.0,2019-05-29,,2.0,4.0,18:58:00
2.0,7.0,2020-09-16,2.0,4.43,3.49,16:39:00
3.0,7.0,2020-08-08,11.0,2.0,0.5,13:20:00
4.0,7.0,2019-04-20,8.0,3.0,4.0,12:54:00
2.0,7.0,2020-09-19,,1.13,3.49,13:06:00
3.0,7.0,2019-07-31,58.0,2.0,0.5,12:39:00
4.0,,2019-04-17,4.0,4.0,3.5,18:11:00
3.0,7.0,2019-08-17,,4.0,0.5,13:44:00
,7.0,2019-09-14,5.0,1.33,,9:06:00
1.0,7.0,2019-09-11,25.0,2.16,6.99,17:21:00
,7.0,2020-09-02,26.0,2.57,3.49,18:17:00
2.0,7.0,2019-09-21,8.0,2.18,3.49,13:31:00
3.0,7.0,2020-08-12,18.0,3.0,0.5,17:19:00
4.0,7.0,2019-05-29,1.0,1.0,4.0,17:51:00
3.0,7.0,2019-09-14,12.0,4.0,0.5,11:10:00
,7.0,2019-04-24,11.0,1.0,4.0,18:15:00
2.0,,2020-08-15,18.0,4.74,3.49,
2.0,7.0,2020-09-05,5.0,2.23,3.49,13:57:00
4.0,7.0,2019-04-24,2.0,4.0,4.0,18:35:00
3.0,7.0,2019-08-21,,5.0,0.5,17:22:00
3.0,7.0,2019-07-31,1.0,5.0,0.5,
2.0,7.0,2020-08-05,12.0,0.22,3.49,18:26:00
1.0,7.0,,2.0,4.24,,9:02:00
2.0,,2019-08-21,18.0,4.56,3.49,
2.0,7.0,,23.0,2.53,3.49,13:30:00
1.0,7.0,2020-08-08,,4.99,6.99,11:38:00
2.0,7.0,2019-09-11,25.0,6.42,3.49,17:09:00
3.0,,2019-08-17,,3.0,0.5,13:17:00
2.0,7.0,2019-07-17,9.0,0.11,3.49,16:44:00
2.0,7.0,2020-07-18,4.0,1.39,3.49,12:14:00
3.0,7.0,2019-08-10,14.0,5.0,0.5,9:35:00
2.0,,2019-08-21,6.0,0.72,3.49,18:37:00
4.0,7.0,2019-06-15,1.0,3.0,4.0,12:56:00
3.0,7.0,2020-07-04,,3.0,0.5,13:12:00
,7.0,2020-09-16,7.0,3.0,0.5,17:28:00
2.0,7.0,2020-08-26,15.0,0.31,3.49,17:27:00
3.0,7.0,2019-07-06,15.0,2.0,0.5,9:14:00
2.0,7.0,2020-09-05,25.0,4.86,3.49,11:32:00
,7.0,2019-04-10,12.0,2.0,4.0,16:58:00
3.0,7.0,2020-09-30,1.0,3.0,0.5,18:18:00
2.0,,,19.0,2.69,3.49,
1.0,7.0,2019-07-13,10.0,2.34,6.99,10:21:00
1.0,7.0,2020-09-16,2.0,5.18,6.99,16:28:00
2.0,7.0,2019-08-14,26.0,3.9,3.49,18:24:00
,7.0,2019-09-11,7.0,1.54,6.99,17:37:00
4.0,7.0,2019-06-08,15.0,1.0,4.0,10:09:00
2.0,7.0,2020-07-22,25.0,5.15,3.49,18:55:00
2.0,7.0,2020-08-01,3.0,4.87,3.49,
3.0,7.0,2020-07-01,1.0,5.0,,18:23:00
3.0,7.0,2019-07-17,18.0,3.0,0.5,17:44:00
3.0,7.0,2019-07-03,1.0,3.0,0.5,17:36:00
2.0,7.0,2019-07-31,3.0,2.34,,18:49:00
3.0,7.0,2019-08-31,2.0,2.0,0.5,11:02:00
2.0,7.0,2019-08-14,26.0,2.44,3.49,
3.0,7.0,2019-07-27,8.0,2.0,0.5,13:53:00
4.0,7.0,2019-05-18,2.0,5.0,4.0,
3.0,7.0,2019-08-03,2.0,3.0,0.5,9:25:00
2.0,7.0,2020-08-26,1.0,1.03,3.49,18:49:00
3.0,7.0,2020-07-15,4.0,2.0,0.5,16:09:00
4.0,7.0,,5.0,3.0,4.0,
2.0,7.0,2020-09-09,5.0,2.15,,17:29:00
2.0,7.0,2020-09-05,,4.24,3.49,13:54:00
3.0,,,10.0,1.0,0.5,9:52:00
1.0,7.0,,4.0,4.14,6.99,17:50:00
2.0,7.0,2020-07-08,12.0,4.4,3.49,
2.0,7.0,2019-08-28,2.0,0.39,3.49,18:46:00
2.0,7.0,2020-07-01,10.0,2.86,3.49,18:37:00
4.0,7.0,2019-04-17,4.0,4.0,3.5,17:51:00
2.0,7.0,2019-09-28,6.0,5.07,3.49,9:53:00
3.0,7.0,2020-09-12,13.0,2.0,,10:51:00
2.0,7.0,2020-08-26,19.0,5.26,3.49,
1.0,7.0,2020-08-26,15.0,2.57,6.99,16:33:00
1.0,7.0,2019-07-31,8.0,3.83,6.99,18:34:00
3.0,7.0,2020-08-29,14.0,2.0,0.5,12:58:00
3.0,7.0,2020-09-12,3.0,2.0,0.5,11:24:00
2.0,7.0,2020-09-23,5.0,2.33,3.49,17:21:00
1.0,7.0,2020-09-19,15.0,5.06,6.99,11:57:00
2.0,7.0,2020-07-15,6.0,2.56,3.49,18:56:00
,7.0,2019-09-14,5.0,1.33,,9:06:00
2.0,7.0,2019-08-17,26.0,3.02,3.49,13:17:00
4.0,7.0,2019-06-15,,3.0,4.0,12:01:00
3.0,7.0,2019-08-31,6.0,2.0,0.5,
4.0,7.0,2019-05-01,4.0,5.0,4.0,17:39:00
4.0,7.0,2019-04-13,13.0,4.0,4.0,10:29:00
4.0,7.0,2019-06-15,4.0,5.0,4.0,12:23:00
1.0,7.0,2019-07-03,14.0,2.18,6.99,18:23:00
,7.0,2020-08-12,14.0,3.0,0.5,
2.0,7.0,,6.0,4.57,3.49,11:53:00
3.0,,,19.0,,0.5,13:32:00
,,2019-06-12,17.0,4.0,4.0,18:47:00
4.0,7.0,2019-05-08,3.0,1.0,4.0,17:11:00
4.0,7.0,2019-05-11,7.0,4.0,4.0,13:51:00
2.0,7.0,2019-08-31,3.0,,3.49,11:36:00
2.0,7.0,2019-09-04,26.0,2.1,3.49,18:54:00
1.0,,2019-09-14,6.0,2.94,6.99,13:42:00
3.0,7.0,,15.0,3.0,0.5,18:52:00
2.0,,2020-09-16,3.0,2.98,3.49,18:29:00
4.0,7.0,2019-05-04,13.0,1.0,4.0,10:33:00
,7.0,,18.0,,6.99,13:44:00
4.0,7.0,2019-05-15,1.0,2.0,4.0,18:28:00
1.0,7.0,2019-07-20,,2.09,,12:48:00
3.0,7.0,2020-08-01,7.0,,0.5,8:19:00
2.0,7.0,2020-08-29,,1.82,3.49,13:32:00
3.0,7.0,2019-07-27,1.0,5.0,0.5,13:48:00
1.0,7.0,2020-09-09,1.0,3.43,6.99,18:35:00
4.0,,2019-04-03,12.0,3.0,4.0,18:35:00
3.0,7.0,2020-07-04,26.0,3.0,0.5,12:09:00
,7.0,2020-07-22,10.0,,,16:24:00
4.0,7.0,2019-04-17,9.0,3.0,3.5,17:11:00
1.0,,2019-09-14,6.0,2.94,6.99,13:42:00
1.0,7.0,2019-08-28,2.0,1.07,6.99,18:56:00
4.0,7.0,2019-04-10,12.0,4.0,4.0,16:45:00
2.0,7.0,2019-07-17,,2.56,3.49,18:31:00
1.0,7.0,2020-08-12,,2.39,6.99,18:59:00
2.0,7.0,2019-07-24,10.0,5.57,3.49,18:49:00
1.0,7.0,2019-09-11,18.0,,6.99,17:52:00
2.0,7.0,2019-08-03,13.0,0.02,,13:47:00
1.0,7.0,2020-08-22,5.0,,6.99,13:33:00
3.0,7.0,2020-07-11,,3.0,0.5,13:49:00
4.0,7.0,2019-04-10,5.0,5.0,,18:57:00
4.0,7.0,2019-06-01,5.0,4.0,4.0,13:08:00
,7.0,2020-08-29,,0.15,,13:13:00
2.0,7.0,2020-08-29,21.0,2.16,3.49,8:54:00
2.0,7.0,2019-08-03,2.0,4.04,3.49,11:00:00
3.0,7.0,2019-08-14,2.0,5.0,0.5,
4.0,7.0,2019-04-13,3.0,4.0,,10:50:00
1.0,7.0,2020-09-12,15.0,1.22,6.99,13:11:00
1.0,7.0,2020-07-08,10.0,4.44,6.99,17:36:00
2.0,7.0,2019-08-24,16.0,,3.49,10:58:00
2.0,7.0,2019-08-28,8.0,1.86,3.49,18:12:00
3.0,7.0,2020-07-04,8.0,2.0,0.5,12:15:00
3.0,7.0,2020-08-15,4.0,4.0,0.5,13:37:00
1.0,7.0,2019-08-10,2.0,0.32,6.99,8:26:00
,7.0,2020-08-26,4.0,,6.99,18:36:00
,7.0,2019-08-24,14.0,2.86,3.49,9:37:00
2.0,7.0,,1.0,2.81,3.49,13:35:00
,,2019-09-25,3.0,,3.49,18:31:00
,,2019-09-07,5.0,1.0,0.5,12:46:00
,7.0,,24.0,3.16,3.49,18:43:00
3.0,7.0,2020-08-29,9.0,5.0,0.5,12:33:00
1.0,7.0,2019-08-07,,4.65,6.99,18:30:00
2.0,7.0,2019-08-14,4.0,,,18:05:00
4.0,7.0,2019-04-27,16.0,3.0,3.5,
2.0,,2020-07-22,9.0,2.31,3.49,18:21:00
3.0,7.0,2019-09-25,12.0,,0.5,18:19:00
,7.0,2020-07-08,4.0,4.0,,17:11:00
3.0,7.0,2019-08-03,15.0,1.0,0.5,11:35:00
3.0,7.0,2019-07-17,17.0,5.0,0.5,18:53:00
1.0,7.0,2020-09-16,3.0,3.71,6.99,18:14:00
2.0,7.0,2020-08-15,10.0,1.91,3.49,12:13:00
4.0,7.0,2019-04-27,13.0,4.0,3.5,11:43:00
3.0,,2019-08-07,4.0,3.0,0.5,16:48:00
3.0,7.0,2020-07-29,,4.0,0.5,18:30:00
2.0,7.0,2019-08-14,1.0,4.37,3.49,17:03:00
1.0,7.0,2019-07-10,23.0,3.61,6.99,18:56:00
,,2020-07-11,5.0,3.0,0.5,10:21:00
3.0,7.0,2019-07-03,11.0,4.0,0.5,18:52:00
4.0,,2019-06-05,7.0,2.0,4.0,16:30:00
4.0,7.0,2019-05-22,,1.0,4.0,18:53:00
,7.0,2020-07-04,,5.6,3.0,12:25:00
2.0,7.0,,14.0,1.38,3.49,13:54:00
,7.0,,6.0,2.0,0.5,11:31:00
2.0,7.0,2020-07-04,11.0,3.28,3.49,12:15:00
4.0,,2019-06-08,9.0,3.0,4.0,11:35:00
3.0,7.0,2020-08-22,2.0,5.0,0.5,12:27:00
3.0,7.0,2020-07-15,20.0,3.0,0.5,18:02:00
3.0,7.0,2019-08-21,24.0,,0.5,
2.0,7.0,2020-07-22,11.0,3.14,,18:44:00
1.0,7.0,2019-08-03,4.0,0.08,6.99,12:12:00
,,2020-07-11,24.0,3.5,3.49,11:34:00
3.0,7.0,2020-07-25,7.0,1.0,0.5,9:21:00
2.0,7.0,,12.0,1.47,3.49,18:11:00
2.0,7.0,2019-07-06,14.0,1.0,3.49,13:19:00
4.0,7.0,2019-04-03,6.0,4.0,4.0,18:49:00
2.0,7.0,2020-09-02,26.0,4.31,3.49,17:30:00
4.0,7.0,2019-05-25,2.0,2.0,4.0,13:08:00
2.0,7.0,2020-07-08,4.0,2.28,3.49,18:32:00
2.0,,2019-07-10,11.0,2.89,3.49,18:56:00
4.0,,2019-05-22,,4.0,4.0,17:56:00
2.0,7.0,2019-09-11,12.0,1.92,3.49,18:30:00
2.0,7.0,2020-08-12,23.0,1.78,3.49,18:53:00
4.0,7.0,2019-05-04,11.0,1.0,4.0,10:43:00
1.0,7.0,2020-09-19,15.0,,,11:10:00
1.0,7.0,2020-09-26,3.0,1.82,6.99,12:04:00
2.0,7.0,2020-07-18,9.0,3.1,3.49,13:57:00
,,2019-09-25,3.0,,3.49,18:31:00
3.0,7.0,2019-08-03,22.0,6.0,0.5,12:07:00
2.0,7.0,2019-08-07,10.0,4.31,3.49,
4.0,7.0,2019-04-17,10.0,1.0,3.5,17:16:00
4.0,7.0,,2.0,5.0,4.0,9:34:00
3.0,7.0,2020-07-29,2.0,3.0,0.5,18:56:00
,7.0,2019-04-17,6.0,,3.5,
1.0,7.0,2019-08-10,12.0,4.09,6.99,8:39:00
4.0,7.0,2019-04-24,1.0,3.0,4.0,18:22:00
3.0,7.0,,8.0,4.0,0.5,
4.0,7.0,2019-06-15,,1.0,4.0,13:54:00
4.0,7.0,2019-04-20,5.0,1.0,4.0,
,7.0,2019-09-07,1.0,2.0,0.5,12:22:00
3.0,,2019-08-07,23.0,4.0,0.5,18:51:00
2.0,7.0,2020-09-16,11.0,3.67,3.49,18:40:00
2.0,7.0,2020-09-16,14.0,3.26,3.49,
2.0,7.0,2020-07-18,,4.67,3.49,8:57:00
1.0,7.0,2019-08-14,8.0,3.57,6.99,18:04:00
3.0,7.0,2019-07-31,58.0,2.0,0.5,12:39:00
1.0,7.0,2020-07-11,1.0,4.04,6.99,13:03:00
,7.0,2020-07-22,19.0,1.06,6.99,18:44:00
3.0,,2019-09-25,3.0,2.0,0.5,17:39:00
3.0,7.0,2020-07-11,,4.0,0.5,
1.0,7.0,2019-07-27,24.0,3.04,6.99,9:37:00
2.0,7.0,2019-07-03,24.0,2.28,,18:37:00
3.0,7.0,2019-09-25,12.0,4.0,0.5,18:35:00
2.0,7.0,2020-09-02,4.0,4.75,3.49,18:15:00
,7.0,2020-07-01,4.0,4.0,0.5,16:18:00
3.0,7.0,2020-09-19,,4.0,0.5,
1.0,7.0,2020-07-18,9.0,2.16,6.99,13:54:00
1.0,7.0,2019-09-07,8.0,0.94,6.99,13:33:00
3.0,7.0,2020-07-11,10.0,2.0,0.5,11:35:00
,7.0,,11.0,3.64,6.99,18:16:00
3.0,7.0,2019-07-10,12.0,1.0,,17:45:00
2.0,7.0,2020-07-04,5.0,4.61,3.49,12:08:00
2.0,7.0,2020-09-19,5.0,4.45,3.49,11:31:00
2.0,7.0,2020-08-08,5.0,5.2,3.49,
2.0,7.0,,23.0,,3.49,18:54:00
3.0,7.0,2019-07-13,10.0,4.0,0.5,
2.0,7.0,2019-08-17,14.0,1.05,3.49,8:35:00
3.0,7.0,2020-08-15,16.0,3.0,0.5,12:00:00
3.0,7.0,2019-07-27,20.0,3.0,,13:32:00
,7.0,2020-09-16,10.0,3.22,3.49,18:26:00
3.0,,2020-07-11,26.0,2.0,0.5,12:44:00
1.0,7.0,2019-07-03,14.0,0.99,6.99,17:32:00
3.0,,2020-09-09,12.0,3.0,0.5,18:47:00
4.0,7.0,2019-06-15,9.0,5.0,4.0,8:37:00
3.0,7.0,2019-07-13,10.0,1.0,0.5,11:21:00
3.0,7.0,2019-09-28,,5.0,0.5,11:17:00
2.0,7.0,2020-09-19,26.0,3.37,,12:13:00
3.0,7.0,2019-07-10,9.0,3.0,0.5,17:27:00
1.0,7.0,2020-07-04,16.0,0.62,6.99,12:51:00
3.0,7.0,2019-07-06,6.0,4.0,0.5,12:19:00
2.0,7.0,2020-09-23,6.0,2.8,3.49,17:35:00
1.0,7.0,2019-09-25,3.0,,6.99,
2.0,7.0,2019-08-31,6.0,4.3,3.49,11:38:00
4.0,7.0,2019-05-15,13.0,1.0,,18:02:00
1.0,7.0,2020-08-15,7.0,1.08,6.99,10:42:00
2.0,7.0,2019-09-21,22.0,2.81,3.49,13:46:00
4.0,,,12.0,3.0,3.5,13:32:00
1.0,7.0,2020-07-08,22.0,,6.99,17:53:00
3.0,7.0,2020-08-12,6.0,1.0,0.5,18:42:00
1.0,7.0,2019-07-10,4.0,2.13,6.99,18:06:00
1.0,,2020-08-05,7.0,4.92,6.99,17:43:00
4.0,7.0,2019-04-13,3.0,1.0,4.0,11:33:00
2.0,,2020-09-05,8.0,1.85,3.49,9:26:00
2.0,7.0,2019-08-28,5.0,2.51,,17:15:00
3.0,7.0,2020-08-08,22.0,2.0,0.5,10:04:00
4.0,,2019-05-25,,,4.0,
3.0,,,,4.0,0.5,12:02:00
2.0,7.0,,7.0,4.38,3.49,17:57:00
3.0,7.0,2019-07-31,1.0,5.0,0.5,
3.0,7.0,2020-09-05,9.0,4.0,0.5,10:01:00
,7.0,2020-07-25,14.0,5.0,0.5,11:07:00
,7.0,2020-09-16,7.0,3.0,0.5,17:28:00
3.0,7.0,2019-08-03,3.0,1.0,,
4.0,7.0,2019-04-20,12.0,1.0,4.0,11:51:00
1.0,7.0,2020-09-30,9.0,3.61,6.99,18:49:00
2.0,7.0,2019-08-10,,3.27,3.49,12:43:00
,7.0,2019-09-21,6.0,,6.99,12:17:00
3.0,7.0,,11.0,4.0,0.5,11:44:00
3.0,7.0,2020-08-15,16.0,5.0,0.5,12:59:00
3.0,,2020-08-22,10.0,5.0,0.5,13:40:00
3.0,7.0,2020-08-19,1.0,2.0,0.5,17:56:00
4.0,7.0,2019-04-06,,5.0,4.0,8:41:00
1.0,7.0,2019-08-14,25.0,3.21,6.99,18:46:00
3.0,7.0,2020-08-29,13.0,1.0,0.5,13:10:00
3.0,7.0,2019-09-07,6.0,3.0,0.5,11:53:00
,7.0,2020-09-26,14.0,4.0,0.5,8:57:00
,7.0,,1.0,5.0,0.5,13:28:00
3.0,7.0,2020-07-08,5.0,1.0,0.5,18:55:00
2.0,7.0,2019-07-13,24.0,1.64,3.49,12:42:00
2.0,7.0,2019-08-14,26.0,2.44,3.49,
1.0,7.0,2019-09-04,20.0,5.67,6.99,17:57:00
2.0,7.0,2019-07-03,9.0,4.85,3.49,16:42:00
2.0,7.0,,3.0,2.06,3.49,13:50:00
1.0,7.0,2019-08-31,10.0,0.14,6.99,9:57:00
4.0,7.0,2019-05-11,11.0,5.0,4.0,8:53:00
3.0,,2020-07-04,6.0,4.0,0.5,12:06:00
